ExecutionId,CycleName,FolderName,"Issue Key","Test Summary",Project,Component,Version,Priority,"Executed By","Executed On",ExecutionStatus,ExecutionDefects,CreationDate,"Assigned To","Custom Fields","Work Flow Status","Total Execution Time","Total Logged Time",StepId,OrderId,Step,"Test Data","Expected Result","Step Result",Comments,"Step Custom Fields"
34e89c1e-0abe-4626-8646-f4f920e5c1da,"SALES module cycle",,BAMM-36,"Verify that we can navigate through the Order List pages",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:20 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,69ed6965-be3d-42af-b09e-63aa567ca6c3,6,"Click on '>|' sign item and check if you have navigated to the last page of the table.",,"The last page of table orders is successfully loaded.",PASS,,
34e89c1e-0abe-4626-8646-f4f920e5c1da,"SALES module cycle",,BAMM-36,"Verify that we can navigate through the Order List pages",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:20 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,a7c65fe6-8d20-4039-bbb5-87ad3efd62b9,7,"Click on '<|' sign item and check if you have navigated to the first page of the table.",,"The first page of table orders is successfully loaded.",PASS,,
fbfa2b99-58d1-494b-abdf-5e2160de2636,"SALES module cycle",,BAMM-37,"Verify if the 'View' button from Order List is working properly",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:21 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,373d312b-56a8-47c7-b067-c96c6cd24674,1,"From SALES menu page select the 'Orders' tab sub-menu.",,"'Orders' page details are loaded successfully.",PASS,,
fbfa2b99-58d1-494b-abdf-5e2160de2636,"SALES module cycle",,BAMM-37,"Verify if the 'View' button from Order List is working properly",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:21 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,6a5c615e-3585-4a83-ba30-1b83aaf73fa9,2,"In the Order List table on the Action column, visually locate 'View' button and click on it.",,"When you point your mouse over the 'View' button, the hand appears and after clicking on the button you will be redirected to the 'Order' page successfully.",PASS,,
31d83f14-34d6-48f5-8f57-54f2da4dc8dd,"SALES module cycle",,BAMM-38,"Verify that Filter from Orders has all the input fields, dropdowns and date pickers available",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:21 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,93d335b0-6dba-4e0e-a630-e282d4ebf6e2,1,"From SALES menu page select the 'Orders' tab sub-menu.",,"'Orders' page details are loaded successfully.",PASS,,
31d83f14-34d6-48f5-8f57-54f2da4dc8dd,"SALES module cycle",,BAMM-38,"Verify that Filter from Orders has all the input fields, dropdowns and date pickers available",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:21 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,9145173b-6fed-4caa-9404-963f25ab3324,2,"Check if the next fields are present on the filter tool: 'Order ID', 'Customer', 'Store', 'Order Status', 'Total', 'Date Added', 'Date Modified', and the 'Filter' button as well.",,"You can see the next filter fields: 'Order ID', 'Customer', 'Store', 'Order Status', 'Total', 'Date Added', 'Date Modified', and the 'Filter' button.",PASS,,
a77276bc-3bf8-42c9-a2f2-e7f2d4b35466,"SALES module cycle",,BAMM-39,"Verify if you can search an order by Order ID",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:22 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,e5205cd5-9e6e-4640-9f73-8fc37532ec3b,1,"From SALES menu page select the 'Orders' tab sub-menu.",,"'Orders' page details are loaded successfully.",PASS,,
a77276bc-3bf8-42c9-a2f2-e7f2d4b35466,"SALES module cycle",,BAMM-39,"Verify if you can search an order by Order ID",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:22 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,19dbbaed-01a3-4b2f-8bbf-ca74129a7987,2,"From Order List table, 'Order ID'  column, pick one existing order number and fill it in the 'Order ID' field on Filter tool.","Ex: numbers from 0 - 9, format number: 4","The field is editable and the value was entered correctly.",PASS,,
a77276bc-3bf8-42c9-a2f2-e7f2d4b35466,"SALES module cycle",,BAMM-39,"Verify if you can search an order by Order ID",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:22 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,f3fe2c78-df6a-4a28-97d7-301de3d7df81,3,"Select the 'Date Added' for the previously chosen order from datepicker.",,"The datepicker 'Date Added' is working properly and you can choose the order date.",PASS,,
a77276bc-3bf8-42c9-a2f2-e7f2d4b35466,"SALES module cycle",,BAMM-39,"Verify if you can search an order by Order ID",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:22 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,d2378dc6-3d0d-4ce2-a4be-12574a429b49,4,"Select the 'Date Modified' for the previously chosen order from datepicker.",,"The datepicker 'Date Modified' is working properly and you can choose the modified date.",PASS,,
a77276bc-3bf8-42c9-a2f2-e7f2d4b35466,"SALES module cycle",,BAMM-39,"Verify if you can search an order by Order ID",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:22 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,ed67dcfa-642a-49e7-a01c-a1039a24d5f4,5,"Click on 'Filter' button.",,"After the 'Filter' button is clicked in the 'Order List' table appears successfully only the order with the entered number.",PASS,,
aa541546-b49d-4dad-9100-b6f7d8c71a38,"SALES module cycle",,BAMM-40,"Verify if you can search an order by Customer",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:23 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,35afc8cd-8420-47a9-8e37-fc3c99e8a1c2,1,"From SALES menu page select the 'Orders' tab sub-menu.",,"The Admin is taken to 'Orders' page and details are loaded successfully.",PASS,,
aa541546-b49d-4dad-9100-b6f7d8c71a38,"SALES module cycle",,BAMM-40,"Verify if you can search an order by Customer",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:23 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,8162006a-d9b6-45af-97e7-cf3e73a49e33,2,"From Order List table, 'Customer' column, pick one order with the existing customer name and fill it in the 'Customer' field on Filter tool.","Ex: alphabetical chars; min chars - 3 max chars - 30","The 'Customer' field is editable and the name was entered correctly.",PASS,,
aa541546-b49d-4dad-9100-b6f7d8c71a38,"SALES module cycle",,BAMM-40,"Verify if you can search an order by Customer",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:23 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,729d9ed6-ea68-4a41-a587-3a10141d57e2,3,"Select the 'Date Added' for the previously chosen order from datepicker, at step 2.","The added date for the chosen order.","The datepicker 'Date Added' is working properly and you can choose the order date.",PASS,,
aa541546-b49d-4dad-9100-b6f7d8c71a38,"SALES module cycle",,BAMM-40,"Verify if you can search an order by Customer",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:23 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,c856fe42-9cc7-45ba-8b50-5b95a389e391,4,"Select the 'Date Modified' for the previously chosen order from datepicker, at step 2.","The modified date for the chosen order.","The datepicker 'Date Modified' is working properly and you can choose the modified date.",PASS,,
aa541546-b49d-4dad-9100-b6f7d8c71a38,"SALES module cycle",,BAMM-40,"Verify if you can search an order by Customer",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:23 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,396e9cbf-9c87-44f8-ab75-ff95810e2d91,5,"Click on 'Filter' button from Filter tool.",,"After the 'Filter' button is clicked in the 'Order List' table appears successfully only the order with the entered customer.  The order details are successfully displayed.",PASS,,
68473407-65e6-4107-8eb4-57164a434d93,"SALES module cycle",,BAMM-41,"Verify if you can search an order by Order Status",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:24 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,35d2d9ea-47fa-48ff-862f-0fedd2fae0df,1,"From SALES menu page select the 'Orders' tab sub-menu.",,"The Admin is taken to 'Orders' page and details are loaded successfully.",PASS,,
68473407-65e6-4107-8eb4-57164a434d93,"SALES module cycle",,BAMM-41,"Verify if you can search an order by Order Status",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:24 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,1840616e-2740-4e8c-bd59-9014845a198f,2,"On 'Order Status' field on Filter tool, click the arrow to expand the list and tap on any status from the list.",,"When you tap the arrow from 'Order Status', the status list expands and you can click on one of it.",PASS,,
68473407-65e6-4107-8eb4-57164a434d93,"SALES module cycle",,BAMM-41,"Verify if you can search an order by Order Status",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:24 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,81773e39-6e00-41cf-8f71-5d91931c78a6,3,"From 'Date Added' datepicker on Filter Tool, choose the added date for the orders with the desired status.","The added date for the chosen status.","The datepicker 'Date Added' is working properly and you can choose the order date.",PASS,,
68473407-65e6-4107-8eb4-57164a434d93,"SALES module cycle",,BAMM-41,"Verify if you can search an order by Order Status",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:24 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,def2cbc1-e066-49c3-868d-a3a12166f9bc,4,"From 'Date Modified' datepicker on Filter Tool, choose the modified date for the orders with the desired status.","The modified date for the chosen status.","The datepicker 'Date Modified' is working properly and you can choose the order date.",PASS,,
68473407-65e6-4107-8eb4-57164a434d93,"SALES module cycle",,BAMM-41,"Verify if you can search an order by Order Status",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:24 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,8c7ecb95-4ec5-4522-9e38-3e8f492de0b7,5,"Click on 'Filter' button from Filter tool.",,"After the 'Filter' button is clicked in the 'Order List' table appears successfully only the order/-s with the selected status.  The order/-s details are successfully displayed.",PASS,,
1c84ad06-4e63-4514-ad15-8233b8f9ed9c,"SALES module cycle",,BAMM-42,"Verify if you can search an order by Total $",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:26 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,628ce6c9-e65c-48ed-bdb6-87801a3c00f8,1,"From SALES menu page select the 'Orders' tab sub-menu.",,"The Admin is taken to 'Orders' page and details are loaded successfully.",PASS,,
1c84ad06-4e63-4514-ad15-8233b8f9ed9c,"SALES module cycle",,BAMM-42,"Verify if you can search an order by Total $",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:26 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,9b3512ff-716f-49cd-937c-1b9f3f1896c3,2,"On 'Total' field on Filter tool fill in the total price for the order you would like to find.","Ex: numbers from 0 - 9, max format number: 12","The field is editable and the value was entered correctly.",PASS,,
1c84ad06-4e63-4514-ad15-8233b8f9ed9c,"SALES module cycle",,BAMM-42,"Verify if you can search an order by Total $",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:26 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,a9843190-624d-499f-9877-149e464ef164,3,"From 'Date Added' datepicker on Filter Tool, choose the added date for the orders with the desired Total Price.","The added date for the chosen price.","The datepicker 'Date Added' is working properly and you can choose the order date.",PASS,,
1c84ad06-4e63-4514-ad15-8233b8f9ed9c,"SALES module cycle",,BAMM-42,"Verify if you can search an order by Total $",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:26 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,e9734fe0-3ed8-4c0b-af96-aa90f31493d3,4,"From 'Date Modified' datepicker on Filter Tool, choose the modified date for the orders with the desired Total Price.","The modified date for the chosen status.","The datepicker 'Date Modified' is working properly and you can choose the order date.",PASS,,
1c84ad06-4e63-4514-ad15-8233b8f9ed9c,"SALES module cycle",,BAMM-42,"Verify if you can search an order by Total $",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:26 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,9dfb2cc2-66ca-456f-8aaf-4784a5ce70c1,5,"Click on 'Filter' button from Filter tool.",,"After the 'Filter' button is clicked in the 'Order List' table appears successfully only the order/-s with the desired Total Price.  The order/-s details are successfully displayed.",PASS,,
8d0fa1c7-de12-4fa6-ae3a-7681389f8c00,"SALES module cycle",,BAMM-43,"Verify if you can search an order by Added Date and Modified Date",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:26 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,33757ef1-6fa6-47db-afd7-0b34856e1575,1,"From SALES menu page select the 'Orders' tab sub-menu.",,"The Admin is taken to 'Orders' page and details are loaded successfully.",PASS,,
8d0fa1c7-de12-4fa6-ae3a-7681389f8c00,"SALES module cycle",,BAMM-43,"Verify if you can search an order by Added Date and Modified Date",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:26 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,1619ef31-9f2b-4b05-a8f9-88a92d0143ea,2,"From 'Date Added' datepicker on Filter Tool, choose the added date for the order/-s you want to find on the 'Order List' table.",,"The datepicker 'Date Added' is working properly and you can choose the order date.",PASS,,
8d0fa1c7-de12-4fa6-ae3a-7681389f8c00,"SALES module cycle",,BAMM-43,"Verify if you can search an order by Added Date and Modified Date",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:26 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,f99fa65c-e2f2-4a40-b994-41dcc2b3558e,3,"From 'Date Modified' datepicker on Filter Tool, choose the modified date for the order/-s you want to find on the 'Order List' table.",,"The datepicker 'Date Modified' is working properly and you can choose the order date.",PASS,,
8d0fa1c7-de12-4fa6-ae3a-7681389f8c00,"SALES module cycle",,BAMM-43,"Verify if you can search an order by Added Date and Modified Date",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:26 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,2f3dfbe5-b640-4d82-8152-0fa2d8232c5b,4,"Click on 'Filter' button from Filter tool.",,"After the 'Filter' button is clicked in the 'Order List' table appears successfully only the order/-s with the desired Added and Modified Date.  The order/-s details are successfully displayed.",PASS,,
b8904702-f892-461d-a98f-015d741d0474,"SALES module cycle",,BAMM-44,"Verify if the Add button “+” is working properly and Add Order page is opening",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:28 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,e4772e01-d4b3-423d-a052-b5065f699b4a,1,"From SALES menu page select the 'Orders' tab sub-menu.",,"The Admin is taken to 'Orders' page and details are loaded successfully.",PASS,,
b8904702-f892-461d-a98f-015d741d0474,"SALES module cycle",,BAMM-44,"Verify if the Add button “+” is working properly and Add Order page is opening",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:28 PM",PASS,,"08/Feb/24 01:34 PM",,,,,,7d3fbe00-9f0a-467b-96a6-7817a9521e86,2,"On the upper right corner of the page click '+' = 'Add New' button.",,"The + = 'Add New' button is a blue square, and inside there is a white +. When holding the mouse over it, the hand appears and the button is clickable. After clicking the button, you are redirected successfully to a 'Add Order' page.",PASS,,
71e0a23e-4174-4329-afd0-09ab2fe67780,"SALES module cycle",,BAMM-45,"Verify if you can Add a new order using available costumer data",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:39 PM",PASS,BAMM-51,"08/Feb/24 01:34 PM",,,,,,47da9485-0a91-40ca-9494-fb9420260e45,1,"From SALES menu page select the 'Orders' tab sub-menu.",,"The Admin is taken to 'Orders' page and details are loaded successfully.",PASS,,
71e0a23e-4174-4329-afd0-09ab2fe67780,"SALES module cycle",,BAMM-45,"Verify if you can Add a new order using available costumer data",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:39 PM",PASS,BAMM-51,"08/Feb/24 01:34 PM",,,,,,1e459459-33b6-4852-a3c0-52ddc65e1e3a,2,"On upper right corner click on '+' = 'Add New' button.",,"The 'Add New' button is working properly (clickable) and a new order page is opening successfuly.",PASS,,
71e0a23e-4174-4329-afd0-09ab2fe67780,"SALES module cycle",,BAMM-45,"Verify if you can Add a new order using available costumer data",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:39 PM",PASS,BAMM-51,"08/Feb/24 01:34 PM",,,,,,472ff6e7-b0f3-473c-9fba-992fce0a5110,3,"Press the blue button with the white wheel from the 'Customer' field and choose a predefined customer in the database.",,"When you click the blue button with the white wheel a new 'Customer' window appears above from where you will choose the details of the predefined client.",PASS,,
71e0a23e-4174-4329-afd0-09ab2fe67780,"SALES module cycle",,BAMM-45,"Verify if you can Add a new order using available costumer data",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:39 PM",PASS,BAMM-51,"08/Feb/24 01:34 PM",,,,,,22a4f066-c60c-4ded-91bc-cdc6e5c4e184,4,"On the newly opened window on the 'Customer' input field insert the predifined customer with the existing name.","Ex: alphabetical chars; min chars - 1 max chars - 30","The field is editable and the value was entered correctly.",PASS,,
71e0a23e-4174-4329-afd0-09ab2fe67780,"SALES module cycle",,BAMM-45,"Verify if you can Add a new order using available costumer data",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:39 PM",PASS,BAMM-51,"08/Feb/24 01:34 PM",,,,,,1d345bdb-f7a1-458a-ac7a-f28b0f6a7ac6,5,"Complete the 'First Name' and 'Last Name' fields with predifined data of the chosen client.","Ex: alphabetical chars; min chars - 1 max chars - 30","The fields are editable and the values were entered correctly.",PASS,,
71e0a23e-4174-4329-afd0-09ab2fe67780,"SALES module cycle",,BAMM-45,"Verify if you can Add a new order using available costumer data",Bianca_Andreea_Maria_Man_TMTA9,,"Release 1.0",Medium,"IT Factory","08/Feb/24 06:39 PM",PASS,BAMM-51,"08/Feb/24 01:34 PM",,,,,,4e8f1c32-4cff-4e13-875e-82026625139e,6,"Complete the 'E-Mail' field with predifined data of the chosen client.","Ex: alphabetical chars and special char '@'.","The field is editable and the value was entered correctly.",PASS,,
